county_fips,cdd_annual,hdd_annual
30077,112,8676
30079,737,7357
30081,92,8562
30083,716,7834
30085,620,8226
30087,665,7096
30089,200,7772
30091,534,8562
30093,109,8747
30095,320,7407
30097,233,7656
30099,221,8104
30101,358,8127
30103,665,6923
30105,588,8297
30107,251,7798
30109,640,7691
30111,639,6695
31001,1137,5332
31003,921,6058
31005,832,5839
31007,762,5966
31009,934,5911
31011,949,5876
31013,780,6209
31015,964,6186
31017,909,6220
31019,1049,5480
31021,1065,5671
31023,1136,5490
31025,1231,5196
31027,888,6149
31029,1130,5148
31031,899,6089
31033,833,5691
31035,1148,5333
31037,1139,5503
31039,998,5853
31041,920,5727
31043,933,6036
31045,892,6089
31047,967,5571
31049,915,5541
31051,881,6205
31053,1156,5494
31055,1216,5277
31057,1208,4993
31059,1215,5248
31061,1271,5181
31063,1069,5287
31065,1148,5208
31067,1293,5085
31069,847,5860
31071,834,6177
31073,1046,5410
31075,774,6095
31077,932,5934
31079,1090,5453
31081,1143,5376
31083,1274,5154
31085,1080,5278
31087,1189,5071
31089,859,6285
31091,840,5998
31093,1040,5616
31095,1358,5053
31097,1231,5103
31099,1099,5377
31101,976,5522
31103,951,6239
31105,674,6133
31107,932,6097
31109,1316,5114
31111,977,5569
31113,946,5753
31115,862,6073
31117,866,5859
31119,1008,5806
31121,1157,5430
31123,880,5807
31125,1087,5585
31127,1269,4919
31129,1265,5150
31131,1239,5127
31133,1243,5032
31135,1011,5415
31137,1086,5411
31139,940,6035
31141,1086,5602
31143,1216,5335
31145,1230,5023
31147,1361,4742
31149,844,6351
31151,1300,5136
31153,1237,5220
31155,1232,5278
31157,921,5790
31159,1230,5258
31161,806,6302
31163,960,5672
31165,742,6337
31167,1033,5732
31169,1321,5079
31171,924,5912
31173,928,6002
31175,896,5957
31177,1167,5412
31179,894,6105
31181,1261,5153
31183,900,6095
31185,1214,5281
32001,980,5144
32003,3224,2507
32005,538,5885
32007,411,7025
32009,1147,4889
32011,509,6550
32013,758,5919
32015,663,6104
32017,1558,4309
32019,867,5345
32021,900,5337
32023,1112,5031
32027,915,5461
32029,867,5473
32031,724,5798
32033,487,6689
32510,701,5631
33001,464,6615
33003,385,6897
33005,483,6435
33007,186,8065
33009,287,7276
33011,587,6059
33013,507,6480
33015,603,5996
33017,506,6458
33019,402,6795
34001,1126,4150
34003,1137,4519
34005,1181,4275
34007,1260,4174
34009,1141,3974
34011,1215,4052
34013,1210,4358
34015,1291,4068
34017,1352,4043
34019,906,4945
34021,1157,4429
34023,1239,4248
34025,1230,4268
34027,870,5017
34029,1137,4302
34031,925,4970
34033,1260,4058
34035,1066,4608
34037,711,5435
34039,1275,4217
34041,805,5188
35001,1092,4433
35003,317,5727
35005,2077,2819
35006,500,5760
35007,292,6141
35009,1644,3476
35011,1835,3215
35013,2341,2545
35015,2448,2407
35017,1237,3660
35019,1270,3922
35021,1158,4339
35023,1926,2829
35025,2183,2686
35027,1101,3840
35028,328,6148
35029,2203,2649
35031,607,5831
35033,310,5812
35035,1529,3182
35037,1653,3596
35039,248,6677
35041,1725,3257
35043,696,5433
35045,1128,5036
35047,865,4603
35049,541,5514
35051,1588,3304
35053,1057,4163
35055,67,7598
35057,668,4943
35059,863,4977
35061,1315,4067
36001,672,5836
36003,452,6144
36005,1268,4111
36007,445,6216
36009,406,6191
36011,522,5936
36013,567,5731
36015,525,6025
36017,345,6577
36019,425,6905
36021,706,5619
36023,371,6587
36025,298,6715
36027,795,5416
36029,595,5700
36031,236,7560
36033,291,7303
36035,418,6698
36037,526,5909
36039,440,6216
36041,191,7667
36043,281,7178
36045,487,6440
36047,1333,3984
36049,293,7097
36051,583,5717
36053,433,6476
36055,646,5609
36057,602,6189
36059,1109,4237
36061,1334,4022
36063,568,5771
36065,444,6464
36067,612,5868
36069,566,5831
36071,727,5466
36073,529,5796
36075,546,5982
36077,318,6827
36079,823,5247
36081,1234,4085
36083,632,5909
36085,1364,4005
36087,983,4892
36089,427,6778
36091,577,6215
36093,661,5967
36095,401,6553
36097,487,6098
36099,572,5793
36101,470,6054
36103,829,4678
36105,417,6165
36107,497,6147
36109,464,6237
36111,524,5953
36113,353,6953
36115,552,6304
36117,566,5818
36119,1002,4744
36121,432,6158
36123,527,5932
37001,1569,3041
37003,1338,3235
37005,583,4358
37007,1938,2501
37009,422,4792
37011,303,5076
37013,1756,2551
37015,1745,2655
37017,1952,2315
37019,1999,2106
37021,757,4003
37023,1300,3262
37025,1540,2953
37027,1243,3366
37029,1654,2714
37031,1850,2341
37033,1529,3173
37035,1511,3058
37037,1700,2813
37039,1025,3600
37041,1765,2624
37043,836,3753
37045,1497,3069
37047,1988,2198
37049,1808,2440
37051,1952,2441
37053,1691,2658
37055,1819,2468
37057,1496,3060
37059,1489,3169
37061,1727,2541
37063,1747,2801
37065,1694,2683
37067,1405,3274
37069,1634,2946
37071,1672,2865
37073,1667,2781
37075,711,4055
37077,1636,2967
37079,1832,2622
37081,1478,3185
37083,1623,2910
37085,1871,2579
37087,363,4822
37089,803,3792
37091,1724,2743
37093,1977,2419
37095,1805,2429
37097,1462,3145
37099,505,4342
37101,1946,2609
37103,1759,2502
37105,1765,2688
37107,1760,2696
37109,1572,2985
37111,1129,3400
37113,668,3996
37115,858,3915
37117,1774,2589
37119,1719,2785
37121,447,4658
37123,1823,2543
37125,1844,2546
37127,1664,2833
37129,2050,2091
37131,1655,2903
37133,1823,2357
37135,1602,2946
37137,1822,2387
37139,1684,2676
37141,1866,2299
37143,1712,2658
37145,1568,3036
37147,1819,2566
37149,1366,3051
37151,1591,2974
37153,1976,2419
37155,2139,2254
37157,1506,3214
37159,1485,3030
37161,1444,3047
37163,1801,2499
37165,2095,2319
37167,1750,2636
37169,1331,3385
37171,1226,3465
37173,435,4588
37175,664,3922
37177,1813,2469
37179,1786,2626
37181,1604,3052
37183,1814,2693
37185,1613,3054
37187,1762,2549
37189,394,4809
37191,1888,2593
37193,1234,3362
37195,1862,2599
37197,1366,3331
37199,445,4648
38001,624,7635
38003,534,7897
38005,443,8544
38007,596,7851
38009,454,8912
38011,650,7560
38013,466,9003
38015,504,8355
38017,626,7625
38019,369,8983
38021,539,7876
38023,513,8776
38025,579,8052
38027,460,8427
38029,566,7983
38031,458,8395
38033,613,7754
38035,536,8057
38037,591,7830
38039,466,8369
38041,560,7941
38043,470,8605
38045,554,7822
38047,490,8250
38049,479,8564
38051,490,8136
38053,641,7940
38055,519,8228
38057,564,8018
38059,556,7975
38061,473,8670
38063,446,8554
38065,547,7985
38067,520,8359
38069,414,8747
38071,434,8650
38073,601,7631
38075,473,8821
38077,656,7394
38079,360,9060
38081,598,7695
38083,418,8648
38085,614,7727
38087,611,7692
38089,559,8032
38091,476,8260
38093,512,8118
38095,388,8892
38097,537,7940
38099,499,8334
38101,469,8589
38103,413,8608
38105,571,8387
39001,1108,4265
39003,1107,4743
39005,865,5054
39007,694,5164
39009,1044,4279
39011,1052,4828
39013,937,4776
39015,1102,4340
39017,1236,4302
39019,841,4982
39021,1003,4805
39023,1129,4509
39025,1264,4118
39027,1133,4373
39029,713,5146
39031,952,4777
39033,977,4929
39035,979,4730
39037,973,4724
39039,961,5048
39041,1096,4632
39043,983,4867
39045,1004,4586
39047,1105,4479
39049,1234,4359
39051,923,5048
39053,1070,4192
39055,699,5208
39057,1161,4405
39059,1050,4523
39061,1378,4062
39063,1122,4681
39065,1069,4682
39067,932,4828
39069,1025,4905
39071,1100,4420
39073,928,4551
39075,857,4993
39077,889,5072
39079,1020,4257
39081,885,4841
39083,859,4976
39085,854,4847
39087,1287,3895
39089,971,4711
39091,954,4951
39093,926,4898
39095,1101,4708
39097,1150,4430
39099,711,5147
39101,1086,4689
39103,910,4918
39105,1016,4285
39107,993,4923
39109,1178,4482
39111,948,4582
39113,1231,4345
39115,1046,4369
39117,936,4939
39119,1069,4442
39121,1048,4440
39123,1086,4763
39125,1024,4952
39127,952,4553
39129,1164,4377
39131,1144,4210
39133,775,5092
39135,949,4733
39137,1093,4789
39139,872,5099
39141,1140,4315
39143,1048,4817
39145,1181,4093
39147,1002,4892
39149,1019,4841
39151,897,4966
39153,944,4843
39155,717,5152
39157,956,4798
39159,1046,4761
39161,1053,4887
39163,935,4391
39165,1265,4218
39167,1174,4160
39169,906,4933
39171,832,5252
39173,1120,4693
39175,1108,4625
40001,1978,3050
40003,2343,3258
40005,2512,2426
40007,1907,3651
40009,2544,2877
40011,2369,3098
40013,2686,2273
40015,2452,2899
40017,2359,2981
40019,2554,2464
40021,2068,3013
40023,2519,2340
40025,1312,4378
40027,2340,2799
40029,2494,2475
40031,2652,2680
40033,2851,2462
40035,1975,3253
40037,2233,2919
40039,2415,3077
40041,1932,3204
40043,2253,3205
40045,2114,3369
40047,2380,3120
40049,2419,2660
40051,2418,2801
40053,2303,3277
40055,2698,2727
40057,2808,2674
40059,2011,3599
40061,2352,2609
40063,2335,2626
40065,2851,2585
40067,2759,2380
40069,2538,2438
40071,2231,3247
40073,2470,3019
40075,2628,2771
40077,2216,2619
40079,2142,2653
40081,2399,2824
40083,2469,2936
40085,2716,2303
40087,2364,2764
40089,2197,2404
40091,2362,2639
40093,2343,3179
40095,2685,2302
40097,2073,3134
40099,2412,2579
40101,2321,2751
40103,2373,3037
40105,2031,3242
40107,2294,2739
40109,2399,2868
40111,2289,2774
40113,2100,3215
40115,2026,3152
40117,2266,3014
40119,2406,2915
40121,2351,2589
40123,2370,2604
40125,2355,2737
40127,2271,2500
40129,2370,3058
40131,2139,3099
40133,2340,2692
40135,2313,2707
40137,2556,2605
40139,1751,3744
40141,2875,2509
40143,2220,2971
40145,2235,2927
40147,2090,3229
40149,2504,2953
40151,2127,3474
40153,2114,3413
41001,435,6799
41003,347,4588
41005,208,5880
41007,71,5124
41009,206,5014
41011,121,4259
41013,317,6792
41015,252,4289
41017,205,7241
41019,339,4964
41021,616,5600
41023,248,7150
41025,450,6625
41027,183,6940
41029,510,5300
41031,370,6331
41033,479,4997
41035,233,7098
41037,328,6889
41039,226,5287
41041,114,4724
41043,225,5549
41045,660,6210
41047,267,5370
41049,558,5576
41051,353,4849
41053,339,4728
41055,632,5677
41057,83,5405
41059,486,5819
41061,229,7196
41063,221,7460
41065,455,6108
41067,277,5011
41069,399,6383
41071,316,4823
42001,1050,4629
42003,1060,4480
42005,705,5199
42007,837,4895
42009,785,5003
42011,974,4881
42013,693,5303
42015,475,6090
42017,1039,4660
42019,711,5217
42021,519,5753
42023,501,5894
42025,538,5755
42027,602,5549
42029,1028,4579
42031,545,5570
42033,539,5664
42035,573,5713
42037,638,5560
42039,555,5535
42041,1076,4659
42043,1015,4805
42045,1277,4148
42047,478,5818
42049,587,5508
42051,714,4978
42053,461,5833
42055,1023,4705
42057,938,4781
42059,878,4670
42061,827,4981
42063,638,5378
42065,537,5553
42067,864,4933
42069,505,5988
42071,1067,4598
42073,716,5198
42075,993,4863
42077,914,4924
42079,542,5844
42081,568,5736
42083,441,6015
42085,627,5366
42087,774,5087
42089,465,5939
42091,1189,4442
42093,764,5302
42095,831,5100
42097,776,5257
42099,949,4838
42101,1375,4045
42103,469,6003
42105,393,6267
42107,682,5474
42109,813,5141
42111,487,5633
42113,322,6497
42115,479,6167
42117,389,6255
42119,741,5322
42121,557,5586
42123,441,5985
42125,945,4630
42127,430,6221
42129,846,4826
42131,541,5894
42133,1100,4521
44001,733,5036
44003,622,5290
44005,674,5060
44007,623,5379
44009,643,5126
45001,2092,2388
45003,2344,2058
45005,2448,1932
45007,1970,2508
45009,2539,1912
45011,2415,1973
45013,2792,1564
45015,2417,1776
45017,2435,1925
45019,2543,1603
45021,1641,2910
45023,1749,2673
45025,1947,2466
45027,2289,1985
45029,2620,1738
45031,2171,2201
45033,2253,2123
45035,2616,1685
45037,2249,2174
45039,1963,2404
45041,2310,2022
45043,2128,1986
45045,1608,2776
45047,2070,2386
45049,2539,1852
45051,2062,2090
45053,2655,1676
45055,1953,2367
45057,1777,2591
45059,1899,2551
45061,2136,2182
45063,2274,2125
45065,2193,2265
45067,2252,2017
45069,2171,2258
45071,2025,2390
45073,1575,2835
45075,2507,1863
45077,1637,2736
45079,2248,2135
45081,2128,2308
45083,1724,2759
45085,2329,2024
45087,1766,2710
45089,2224,2014
45091,1680,2807
46003,823,6674
46005,773,6985
46007,913,6346
46009,944,6231
46011,597,7284
46013,672,7453
46015,877,6532
46017,788,6878
46019,846,6803
46021,657,7588
46023,976,6258
46025,651,7417
46027,946,6184
46029,563,7619
46031,718,7384
46033,677,6634
46035,816,6746
46037,591,7743
46039,561,7421
46041,837,7063
46043,885,6504
46045,663,7501
46047,900,6212
46049,706,7342
46051,646,7307
46053,939,6272
46055,960,6711
46057,584,7433
46059,726,7174
46061,818,6791
46063,754,7161
46065,864,6837
46067,886,6477
46069,705,7241
46071,1089,6247
46073,725,6996
46075,1002,6499
46077,652,7221
46079,692,7011
46081,412,7515
46083,821,6472
46085,940,6525
46087,803,6723
46089,554,7863
46091,562,7837
46093,862,6699
46095,1058,6244
46097,769,6941
46099,767,6587
46101,668,6979
46102,992,6161
46103,793,6647
46105,740,7269
46107,708,7321
46109,643,7396
46111,789,6920
46115,778,7128
46117,911,6800
46119,770,7045
46121,937,6331
46123,964,6312
46125,871,6423
46127,918,6196
46129,723,7377
46135,933,6213
46137,862,6966
47001,1306,3513
47003,1751,3090
47005,1817,3035
47007,1319,3454
47009,1396,3295
47011,1748,2969
47013,1025,3865
47015,1555,3289
47017,1800,3020
47019,760,4157
47021,1787,3096
47023,1857,2864
47025,1171,3773
47027,1571,3299
47029,1339,3384
47031,1551,3231
47033,1945,2891
47035,1036,3829
47037,1882,3009
47039,1863,2866
47041,1571,3290
47043,1650,3169
47045,2003,2877
47047,1983,2788
47049,1075,3832
47051,1599,3129
47053,1899,2951
47055,1745,2998
47057,1400,3491
47059,1305,3446
47061,1222,3551
47063,1473,3349
47065,1780,2957
47067,1242,3646
47069,1869,2860
47071,1877,2802
47073,1332,3486
47075,1950,2883
47077,1818,2911
47079,1785,3181
47081,1668,3076
47083,1711,3142
47085,1725,3084
47087,1630,3223
47089,1578,3267
47091,580,4557
47093,1541,3270
47095,1981,2955
47097,2013,2825
47099,1689,3019
47101,1618,3077
47103,1741,3026
47105,1615,3176
47107,1656,3093
47109,1859,2840
47111,1552,3385
47113,1911,2863
47115,1547,3159
47117,1753,3066
47119,1761,3025
47121,1668,3100
47123,1400,3296
47125,1817,3077
47127,1683,3089
47129,1116,3738
47131,1899,3042
47133,1372,3437
47135,1782,2945
47137,1352,3520
47139,1465,3175
47141,1424,3395
47143,1482,3278
47145,1545,3261
47147,1665,3274
47149,1801,3071
47151,1026,3915
47153,1356,3389
47155,1103,3686
47157,2240,2601
47159,1666,3219
47161,1749,3160
47163,1188,3652
47165,1662,3270
47167,2044,2787
47169,1686,3233
47171,704,4175
47173,1284,3588
47175,1260,3554
47177,1474,3332
47179,1226,3539
47181,1745,2942
47183,1860,3058
47185,1379,3465
47187,1790,3067
47189,1732,3147
48001,2738,1693
48003,2614,2147
48005,2937,1474
48007,4294,679
48009,3019,2171
48011,2233,3044
48013,3935,959
48015,3809,973
48017,1770,3233
48019,3151,1384
48021,3698,1171
48023,3080,2166
48025,4066,814
48027,3237,1444
48029,3765,1101
48031,3182,1398
48033,2805,2220
48035,3016,1667
48037,2646,1963
48039,3652,867
48041,3398,1271
48043,2972,1531
48045,2362,2891
48047,4724,566
48049,2946,1730
48051,3501,1206
48053,3175,1462
48055,3915,1093
48057,4003,756
48059,2801,1988
48061,4934,380
48063,2754,1845
48065,2079,3200
48067,2605,1899
48069,1839,3272
48071,3457,984
48073,2691,1700
48075,2870,2597
48077,2943,2241
48079,1847,3043
48081,3033,1869
48083,2900,1776
48085,3093,1903
48087,2526,2902
48089,3940,933
48091,3534,1227
48093,2993,1764
48095,2946,1782
48097,2836,2172
48099,3087,1571
48101,2851,2481
48103,3379,1640
48105,3190,1671
48107,2383,2698
48109,2416,2203
48111,1439,4149
48113,3147,1774
48115,2524,2410
48117,1753,3440
48119,2668,2102
48121,3108,1933
48123,4095,890
48125,2648,2502
48127,4485,826
48129,2332,3005
48131,4507,675
48133,2857,1958
48135,2903,1901
48137,3210,1411
48139,3080,1716
48141,2952,1963
48143,3053,1758
48145,3131,1509
48147,2779,2138
48149,3905,1012
48151,2949,2099
48153,2107,2962
48155,2988,2354
48157,3802,902
48159,2638,1983
48161,3008,1580
48163,4132,902
48165,2333,2487
48167,3658,870
48169,2799,2316
48171,2798,1629
48173,2805,2021
48175,4046,825
48177,4121,966
48179,2200,3064
48181,2875,2122
48183,2636,1768
48185,3361,1248
48187,3910,1070
48189,2013,3044
48191,2687,2690
48193,3007,1699
48195,1947,3419
48197,2972,2471
48199,3151,1254
48201,3730,943
48203,2606,1778
48205,1615,3825
48207,3037,2113
48209,3419,1272
48211,2231,3132
48213,2746,1762
48215,5055,446
48217,3056,1649
48219,2024,2900
48221,3090,1734
48223,2639,2010
48225,2844,1564
48227,2898,2051
48229,2309,2313
48231,2829,1948
48233,2240,3119
48235,2965,1895
48237,2824,2148
48239,3875,846
48241,2929,1416
48243,2106,2145
48245,3432,1053
48247,4764,580
48249,4442,670
48251,2988,1729
48253,2952,2080
48255,3945,943
48257,2867,1819
48259,3108,1422
48261,4722,503
48263,2937,2240
48265,2756,1617
48267,2859,1652
48269,2920,2308
48271,4207,980
48273,4607,587
48275,3030,2207
48277,2586,2230
48279,1880,3178
48281,3058,1595
48283,4622,736
48285,4094,907
48287,3545,1187
48289,2959,1556
48291,3370,1105
48293,3030,1570
48295,2034,3428
48297,4185,796
48299,3237,1455
48301,3063,1922
48303,2264,2706
48305,2429,2547
48307,3031,1657
48309,3098,1576
48311,4371,768
48313,3116,1418
48315,2545,1859
48317,2733,2089
48319,3100,1573
48321,3711,853
48323,4520,863
48325,3792,1095
48327,2837,1767
48329,2883,1924
48331,3311,1365
48333,2969,1687
48335,3060,1979
48337,2843,2218
48339,3508,1113
48341,1924,3445
48343,2763,1834
48345,2584,2630
48347,2778,1630
48349,3106,1620
48351,2959,1394
48353,2867,2017
48355,4510,620
48357,2010,3376
48359,1816,3517
48361,3347,1146
48363,3076,1897
48365,2691,1687
48367,2992,1890
48369,1788,3323
48371,3061,1615
48373,3058,1353
48375,2062,3253
48377,2751,1648
48379,2680,1913
48381,1932,3252
48383,2932,1908
48385,3109,1395
48387,2559,2120
48389,3094,1773
48391,4103,736
48393,2282,3069
48395,3162,1440
48397,2996,1849
48399,2972,1821
48401,2641,1728
48403,2802,1541
48405,2813,1563
48407,3225,1264
48409,4267,698
48411,3128,1564
48413,2847,1835
48415,2894,2146
48417,3048,2008
48419,2709,1655
48421,1741,3681
48423,2616,1863
48425,3063,1695
48427,5029,502
48429,3022,2007
48431,2928,1985
48433,2961,2196
48435,2991,1668
48437,1990,3178
48439,3161,1775
48441,2851,1991
48443,3527,1421
48445,2210,2667
48447,3087,2057
48449,2811,1877
48451,3037,1799
48453,3454,1296
48455,2950,1450
48457,2924,1417
48459,2630,1832
48461,3161,1703
48463,3882,1076
48465,3802,1244
48467,2661,1851
48469,3985,812
48471,3158,1345
48473,3711,1013
48475,3320,1714
48477,3632,1085
48479,4775,668
48481,3858,900
48483,2361,2978
48485,2995,2308
48487,2998,2361
48489,4858,432
48491,3325,1374
48493,3870,1032
48495,3019,1895
48497,2952,2043
48499,2665,1888
48501,1994,2813
48503,2964,2097
48505,5082,544
48507,4291,898
49001,888,5726
49003,855,6063
49005,341,7225
49007,410,7089
49009,145,8123
49011,940,5797
49013,168,7847
49015,1051,5573
49017,738,5734
49019,1195,5290
49021,800,5710
49023,1047,5658
49025,1231,4843
49027,1154,5375
49029,318,7322
49031,237,6982
49033,145,8309
49035,918,5849
49037,1339,4827
49039,312,7251
49041,335,7003
49043,41,9034
49045,1156,5665
49047,624,6516
49049,617,6465
49051,118,8146
49053,1691,4063
49055,1146,5190
49057,579,6621
50001,435,6932
50003,291,7008
50005,285,7538
50007,536,6609
50009,216,7909
50011,491,6794
50013,685,6349
50015,324,7367
50017,324,7197
50019,273,7654
50021,328,7046
50023,309,7361
50025,381,6743
50027,373,6948
51001,1437,3307
51003,1368,3528
51005,811,4313
51007,1397,3440
51009,1229,3671
51011,1427,3345
51013,1514,3651
51015,939,4108
51017,711,4558
51019,1274,3600
51021,528,4741
51023,1084,3863
51025,1540,3163
51027,935,4067
51029,1467,3330
51031,1367,3435
51033,1462,3551
51035,683,4301
51036,1652,3103
51037,1408,3366
51041,1511,3302
51043,1103,4341
51045,822,4268
51047,1365,3814
51049,1443,3412
51051,866,4115
51053,1489,3244
51057,1465,3530
51059,1470,3697
51061,1262,3983
51063,618,4530
51065,1482,3379
51067,1187,3707
51069,993,4491
51071,739,4462
51073,1586,3164
51075,1462,3433
51077,439,4782
51079,1170,3926
51081,1619,3054
51083,1483,3269
51085,1506,3391
51087,1579,3253
51089,1333,3481
51091,478,5177
51093,1655,2922
51095,1658,3081
51097,1488,3410
51099,1581,3519
51101,1533,3345
51103,1461,3474
51105,1105,3815
51107,1273,4016
51109,1384,3599
51111,1400,3347
51113,1156,4036
51115,1559,3192
51117,1551,3198
51119,1502,3378
51121,881,4106
51125,1226,3646
51127,1564,3260
51131,1542,3110
51133,1452,3539
51135,1375,3388
51137,1397,3730
51139,962,4331
51141,1050,3825
51143,1318,3471
51145,1449,3421
51147,1386,3409
51149,1620,3127
51153,1499,3663
51155,811,4200
51157,1056,4229
51159,1428,3599
51161,1098,3825
51163,1020,3998
51165,906,4295
51167,805,4184
51169,1066,3820
51171,981,4353
51173,588,4577
51175,1655,2956
51177,1376,3755
51179,1526,3634
51181,1657,3031
51183,1638,3075
51185,542,4710
51187,1007,4393
51191,889,4075
51193,1492,3579
51195,740,4345
51197,635,4450
51199,1683,2984
51510,1610,3534
51520,1118,3734
51530,1217,3747
51540,1447,3452
51550,1651,2777
51570,1568,3214
51580,1038,3949
51590,1439,3331
51595,1644,3038
51600,1399,3777
51610,1402,3783
51620,1642,2921
51630,1479,3691
51640,665,4297
51650,1730,2816
51660,1050,4013
51670,1595,3164
51680,1376,3464
51683,1500,3681
51685,1493,3684
51690,1361,3479
51700,1730,2865
51710,1796,2659
51720,731,4349
51730,1562,3213
51735,1726,2868
51740,1791,2664
51750,906,4068
51760,1577,3260
51770,1330,3551
51775,1313,3554
51790,1147,3753
51800,1635,2859
51810,1706,2702
51820,1143,3751
51830,1651,3050
51840,1051,4423
53001,685,5686
53003,607,5897
53005,908,4948
53007,210,7701
53009,29,6062
53011,365,4725
53013,497,6211
53015,181,5318
53017,711,6276
53019,298,7676
53021,854,5084
53023,549,5964
53025,819,5488
53027,67,5254
53029,94,4847
53031,25,6711
53033,127,6075
53035,230,4741
53037,293,7114
53039,449,6093
53041,130,6127
53043,477,6528
53045,132,5563
53047,280,7831
53049,85,4945
53051,217,7892
53053,103,6342
53055,69,4940
53057,81,6582
53059,123,6912
53061,90,6362
53063,509,6356
53065,396,7055
53067,217,4868
53069,88,5009
53071,856,5018
53073,69,7172
53075,580,5671
53077,329,6753
54001,888,4483
54003,1080,4495
54005,1153,3903
54007,1121,4137
54009,973,4650
54011,1420,3688
54013,1160,4037
54015,1124,4027
54017,1107,4182
54019,788,4501
54021,1181,4069
54023,703,4792
54025,518,4968
54027,931,4523
54029,827,4876
54031,793,4615
54033,1073,4256
54035,1244,3950
54037,1134,4341
54039,1299,3853
54041,1137,4167
54043,1399,3669
54045,1191,3719
54047,879,4178
54049,955,4456
54051,937,4690
54053,1156,4078
54055,603,4669
54057,1002,4424
54059,1261,3673
54061,909,4578
54063,761,4437
54065,1022,4611
54067,695,4672
54069,981,4674
54071,571,4962
54073,1147,4158
54075,301,5772
54077,658,4982
54079,1356,3787
54081,705,4545
54083,439,5439
54085,1163,4093
54087,1215,3955
54089,817,4381
54091,949,4390
54093,433,5447
54095,1066,4255
54097,902,4480
54099,1406,3634
54101,584,5046
54103,942,4498
54105,1211,3996
54107,1258,3984
54109,891,4119
55001,562,6453
55003,255,7818
55005,441,7148
55007,294,7624
55009,502,6320
55011,663,6499
55013,465,7241
55015,552,6342
55017,475,6934
55019,437,6935
55021,688,6069
55023,684,6225
55025,737,5921
55027,620,6197
55029,325,6638
55031,338,7641
55033,562,6788
55035,553,6711
55037,248,7723
55039,597,6234
55041,209,7905
55043,732,6023
55045,749,5886
55047,644,6188
55049,682,6153
55051,201,8142
55053,592,6564
55055,695,5932
55057,559,6520
55059,770,5552
55061,399,6447
55063,681,6362
55065,683,6081
55067,268,7593
55069,320,7531
55071,464,6341
55073,426,7018
55075,347,7055
55077,637,6217
55078,378,6967
55079,712,5664
55081,589,6606
55083,378,6849
55085,225,7928
55087,564,6264
55089,564,6087
55091,654,6570
55093,623,6757
55095,504,7084
55097,542,6574
55099,263,7813
55101,727,5659
55103,647,6269
55105,816,5749
55107,365,7381
55109,576,6868
55111,636,6260
55113,292,7688
55115,464,6700
55117,484,6346
55119,325,7409
55121,640,6505
55123,584,6546
55125,186,8205
55127,670,6015
55129,378,7501
55131,556,6325
55133,651,5949
55135,575,6325
55137,594,6283
55139,640,6147
55141,516,6666
56001,131,8075
56003,379,7333
56005,667,6893
56007,176,8110
56009,528,7010
56011,613,7118
56013,191,8244
56015,775,6033
56017,359,7473
56019,397,7269
56021,476,6463
56023,77,9021
56025,428,7334
56027,808,6269
56029,73,8862
56031,645,6247
56033,384,7442
56035,8,9975
56037,265,7966
56039,6,10282
56041,117,8514
56043,500,7017
56045,793,6789
