zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
88132,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88114,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88135,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88116,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88101,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88113,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88119,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88130,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88126,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88267,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88115,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
88122,22690,Roosevelt County Elec Coop Inc,NM,Bundled,Cooperative,0.16274118429807052,0.12240549979134178,0.12067558746736293
83318,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
83311,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
83323,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
83346,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
83342,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
83312,22814,Raft Rural Elec Coop Inc,ID,Bundled,Cooperative,0.053495665006456375,0.0525438029821624,0.09181380417335473
89830,22814,Raft Rural Elec Coop Inc,NV,Bundled,Cooperative,0.06605899221630479,0.05140388768898488,0.10241435366367632
